doi,legalname,legalshortname,websiteurl,country
10.1101/649202,"Oxford e-Research Centre, Department of Engineering Science, University of Oxford, Oxford, UK","Oxford e-Research Centre, Department of Engineering Science, University of Oxford, Oxford, UK",http://www.oerc.ox.ac.uk,United Kingdom
10.1101/649202,Harvard University,Harvard University,http://www.harvard.edu/,United States
10.1101/649202,"THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF OXFORD",UOXF,http://www.ox.ac.uk,United Kingdom
10.1101/649202,Centre for Plant Biotechnology and Genomics,CBGP,http://www.cbgp.upm.es/en/,Spain
10.1101/649202,"University of Oxford, Oxford e-Research Centre",OERC,http://www.oerc.ox.ac.uk/,United Kingdom
10.1101/649202,Leiden University,Leiden University,http://www.leiden.edu/,Netherlands
10.1101/649202,Oxford Centre,Oxford Centre,http://www.cancercentre.ox.ac.uk/,United Kingdom
10.1101/649202,Leiden University Medical Center,LUMC,https://www.lumc.nl/?setlanguage=English&setcountry=en,Netherlands
10.1101/649202,Universidad Politécnica de Madrid,UPM,http://www.upm.es,Spain
10.1101/649202,"Oxford e-Research Centre, Department of Engineering Science, University of Oxford",OERC,http://www.oerc.ox.ac.uk/,United Kingdom
10.1101/649202,Vrije Universiteit Amsterdam,VUA,http://www.vu.nl/en/,Netherlands
10.1111/nph.15405,Centre for Plant Biotechnology and Genomics,CBGP,http://www.cbgp.upm.es/en/,Spain
10.1111/nph.15405,Universidad Politécnica de Madrid,UPM,http://www.upm.es,Spain
10.1111/nph.15405,University of East Anglia,UEA,https://www.uea.ac.uk/,United Kingdom
10.1038/sdata.2018.271,ETH Zurich,ETH Zurich,https://www.ethz.ch/en.html,Switzerland
10.1038/sdata.2018.271,Universidad Politécnica de Madrid,UPM,http://www.upm.es,Spain
10.1038/sdata.2018.271,University of East Anglia,UEA,https://www.uea.ac.uk/,United Kingdom
10.1101/418376,University of Oxford,University of Oxford,http://www.ox.ac.uk/,United Kingdom
10.1101/418376,Maastricht University,UM,http://www.maastrichtuniversity.nl/,Netherlands
10.1101/418376,Harvard University,Harvard University,http://www.harvard.edu/,United States
10.1002/humu.23542,University of Groningen,University of Groningen,http://www.rug.nl/,Netherlands
10.1002/humu.23542,Maastricht University,UM,http://www.maastrichtuniversity.nl/,Netherlands
10.1002/humu.23542,"Maastricht University, University Library","Maastricht University, University Library",https://www.maastrichtuniversity.nl/about-um/service-centres/university-library,Netherlands
10.1002/humu.23542,Leiden University,Leiden University,http://www.leiden.edu/,Netherlands
10.1002/humu.23542,Universidad Politécnica de Madrid,UPM,http://www.upm.es,Spain
10.1002/humu.23542,University Medical Center Groningen,University Medical Center Groningen,http://umcg.nl/azg/nl/english/azg/,Netherlands
10.1002/humu.23542,Centre for Plant Biotechnology and Genomics,CBGP,http://www.cbgp.upm.es/en/,Spain
10.1002/humu.23542,Maastricht University Medical Centre,MUMC,http://www.mumc.nl/en,Netherlands
10.1002/humu.23542,Leiden University Medical Center,LUMC,https://www.lumc.nl/?setlanguage=English&setcountry=en,Netherlands
10.1038/sdata.2018.118,University of Oxford,University of Oxford,http://www.ox.ac.uk/,United Kingdom
10.1038/sdata.2018.118,Leiden University,Leiden University,http://www.leiden.edu/,Netherlands
10.1038/sdata.2018.118,Royal Netherlands Academy of Arts and Sciences (KNAW),Royal Netherlands Academy of Arts and Sciences (KNAW),https://api.eurocris.org/dris/orgunits/ou00097,Netherlands
10.1038/sdata.2018.118,Maastricht University,UM,http://www.maastrichtuniversity.nl/,Netherlands
10.1038/sdata.2018.118,Universidad Politécnica de Madrid,UPM,http://www.upm.es,Spain
10.1038/sdata.2018.118,Oxford Centre,Oxford Centre,http://www.cancercentre.ox.ac.uk/,United Kingdom
10.1038/sdata.2018.118,Dutch Techcentre for Life Sciences,DTL,http://www.dtls.nl/,Netherlands
10.1038/sdata.2018.118,Leiden University Medical Center,LUMC,https://www.lumc.nl/?setlanguage=English&setcountry=en,Netherlands
10.7287/peerj.preprints.26657,National Center for Biotechnology,CNB,http://www.cnb.csic.es/index.php/en/,Spain
10.7287/peerj.preprints.26657,Universidad Politécnica de Madrid,UPM,http://www.upm.es,Spain
10.7287/peerj.preprints.26657,Spanish National Research Council,CSIC,http://www.csic.es/,Spain
10.7287/peerj.preprints.26657v1,National Center for Biotechnology,CNB,http://www.cnb.csic.es/index.php/en/,Spain
10.7287/peerj.preprints.26657v1,Universidad Politécnica de Madrid,UPM,http://www.upm.es,Spain
10.7287/peerj.preprints.26657v1,Spanish National Research Council,CSIC,http://www.csic.es/,Spain
10.1101/225490,University of Oxford,University of Oxford,http://www.ox.ac.uk/,United Kingdom
10.1101/225490,Leiden University,Leiden University,http://www.leiden.edu/,Netherlands
10.1101/225490,Royal Netherlands Academy of Arts and Sciences (KNAW),Royal Netherlands Academy of Arts and Sciences (KNAW),https://api.eurocris.org/dris/orgunits/ou00097,Netherlands
10.1101/225490,Maastricht University,UM,http://www.maastrichtuniversity.nl/,Netherlands
10.1101/225490,Universidad Politécnica de Madrid,UPM,http://www.upm.es,Spain
10.1101/225490,Oxford Centre,Oxford Centre,http://www.cancercentre.ox.ac.uk/,United Kingdom
10.1101/225490,Dutch Techcentre for Life Sciences,DTL,http://www.dtls.nl/,Netherlands
10.1101/225490,Leiden University Medical Center,LUMC,https://www.lumc.nl/?setlanguage=English&setcountry=en,Netherlands
10.5281/ZENODO.1065974,Maastricht University,UM,http://www.maastrichtuniversity.nl/,Netherlands
10.5281/ZENODO.1065974,Dutch Techcentre for Life Sciences,DTL,http://www.dtls.nl/,Netherlands
10.5281/ZENODO.1065974,Universidad Politécnica de Madrid,UPM,http://www.upm.es,Spain
10.7717/peerj-cs.110,Heriot-Watt University,Heriot-Watt University,http://www.hw.ac.uk/,United Kingdom
10.7717/peerj-cs.110,University Medical Center Groningen,University Medical Center Groningen,http://umcg.nl/azg/nl/english/azg/,Netherlands
10.7717/peerj-cs.110,Swiss Institute of Bioinformatics,SIB,https://www.isb-sib.ch/,Switzerland
10.7717/peerj-cs.110,Dutch Techcentre for Life Sciences,DTL,http://www.dtls.nl/,Netherlands
10.7717/peerj-cs.110,Maastricht University,UM,http://www.maastrichtuniversity.nl/,Netherlands
10.7717/peerj-cs.110,Leiden University Medical Center,LUMC,https://www.lumc.nl/?setlanguage=English&setcountry=en,Netherlands
10.7717/peerj-cs.110,Stanford University,SU,http://www.stanford.edu/,United States
10.7717/peerj-cs.110,Ghent University,UGent,https://www.ugent.be/en,Belgium
10.7717/peerj-cs.110,Universidad Politécnica de Madrid,UPM,http://www.upm.es,Spain
10.7717/peerj-cs.110,Massachusetts General Hospital,MGH,http://www.massgeneral.org/,United States
10.7717/peerj-cs.110,Erasmus University Medical Center,ERASMUS MC,http://www.erasmusmc.nl,Netherlands
10.7717/peerj-cs.110,University of Groningen,RUG Research Portal,https://api.eurocris.org/dris/orgunits/ou00638,Netherlands
10.7717/peerj-cs.110,Centre for Plant Biotechnology and Genomics,CBGP,http://www.cbgp.upm.es/en/,Spain
10.7717/peerj-cs.110,Harvard University,Harvard University,http://www.harvard.edu/,United States
10.7717/peerj-cs.110,University Hospital and Clinics,UHC,http://www.lafayettegeneral.com/our_facilities/main_facilities/university_hospital_clinics.aspx,United States
10.1007/s00705-016-3144-9,Instituto Nacional de Investigación y Tecnología Agraria y Alimentaria,INIA,http://www.inia.es/IniaPortal/verPresentacionIngles.action,Spain
10.1007/s00705-016-3144-9,Universidad Politécnica de Madrid,UPM,http://www.upm.es,Spain
10.1007/s00705-016-3144-9,Centre for Plant Biotechnology and Genomics,CBGP,http://www.cbgp.upm.es/en/,Spain
10.1007/s00705-016-3144-9,Norwich Research Park,NRP,http://www.norwichresearchpark.com/home.aspx,United Kingdom
10.1007/s00705-016-3144-9,University of East Anglia,UEA,https://www.uea.ac.uk/,United Kingdom
10.3233/isu-170824,Vrije Universiteit Amsterdam,VUA,http://www.vu.nl/en/,Netherlands
10.3233/isu-170824,Maastricht University,UM,http://www.maastrichtuniversity.nl/,Netherlands
10.3233/isu-170824,Universidad Politécnica de Madrid,UPM,http://www.upm.es,Spain
10.3233/isu-170824,Dutch Techcentre for Life Sciences,DTL,http://www.dtls.nl/,Netherlands
10.3233/isu-170824,Centre for Plant Biotechnology and Genomics,CBGP,http://www.cbgp.upm.es/en/,Spain
10.3233/isu-170824,Leiden University,Leiden University,http://www.leiden.edu/,Netherlands
10.3233/isu-170824,Leiden University Medical Center,LUMC,https://www.lumc.nl/?setlanguage=English&setcountry=en,Netherlands
10.3233/isu-170824,Curtin University,Curtin University,http://www.curtin.edu.au/,Australia
10.7287/peerj.preprints.2522v2,Heriot-Watt University,Heriot-Watt University,http://www.hw.ac.uk/,United Kingdom
10.7287/peerj.preprints.2522v2,University Medical Center Groningen,University Medical Center Groningen,http://umcg.nl/azg/nl/english/azg/,Netherlands
10.7287/peerj.preprints.2522v2,Swiss Institute of Bioinformatics,SIB,https://www.isb-sib.ch/,Switzerland
10.7287/peerj.preprints.2522v2,Dutch Techcentre for Life Sciences,DTL,http://www.dtls.nl/,Netherlands
10.7287/peerj.preprints.2522v2,Maastricht University,UM,http://www.maastrichtuniversity.nl/,Netherlands
10.7287/peerj.preprints.2522v2,Leiden University Medical Center,LUMC,https://www.lumc.nl/?setlanguage=English&setcountry=en,Netherlands
10.7287/peerj.preprints.2522v2,Stanford University,SU,http://www.stanford.edu/,United States
10.7287/peerj.preprints.2522v2,Ghent University,UGent,https://www.ugent.be/en,Belgium
10.7287/peerj.preprints.2522v2,Universidad Politécnica de Madrid,UPM,http://www.upm.es,Spain
10.7287/peerj.preprints.2522v2,Massachusetts General Hospital,MGH,http://www.massgeneral.org/,United States
10.7287/peerj.preprints.2522v2,Erasmus University Medical Center,ERASMUS MC,http://www.erasmusmc.nl,Netherlands
10.7287/peerj.preprints.2522v2,University of Groningen,RUG Research Portal,https://api.eurocris.org/dris/orgunits/ou00638,Netherlands
10.7287/peerj.preprints.2522v2,Centre for Plant Biotechnology and Genomics,CBGP,http://www.cbgp.upm.es/en/,Spain
10.7287/peerj.preprints.2522v2,Harvard University,Harvard University,http://www.harvard.edu/,United States
10.7287/peerj.preprints.2522v2,University Hospital and Clinics,UHC,http://www.lafayettegeneral.com/our_facilities/main_facilities/university_hospital_clinics.aspx,United States
10.7287/peerj.preprints.2522,Heriot-Watt University,Heriot-Watt University,http://www.hw.ac.uk/,United Kingdom
10.7287/peerj.preprints.2522,University Medical Center Groningen,University Medical Center Groningen,http://umcg.nl/azg/nl/english/azg/,Netherlands
10.7287/peerj.preprints.2522,Swiss Institute of Bioinformatics,SIB,https://www.isb-sib.ch/,Switzerland
10.7287/peerj.preprints.2522,Dutch Techcentre for Life Sciences,DTL,http://www.dtls.nl/,Netherlands
10.7287/peerj.preprints.2522,Maastricht University,UM,http://www.maastrichtuniversity.nl/,Netherlands
10.7287/peerj.preprints.2522,Leiden University Medical Center,LUMC,https://www.lumc.nl/?setlanguage=English&setcountry=en,Netherlands
10.7287/peerj.preprints.2522,Stanford University,SU,http://www.stanford.edu/,United States
10.7287/peerj.preprints.2522,Ghent University,UGent,https://www.ugent.be/en,Belgium
10.7287/peerj.preprints.2522,Universidad Politécnica de Madrid,UPM,http://www.upm.es,Spain
10.7287/peerj.preprints.2522,Massachusetts General Hospital,MGH,http://www.massgeneral.org/,United States
10.7287/peerj.preprints.2522,Erasmus University Medical Center,ERASMUS MC,http://www.erasmusmc.nl,Netherlands
10.7287/peerj.preprints.2522,University of Groningen,RUG Research Portal,https://api.eurocris.org/dris/orgunits/ou00638,Netherlands
10.7287/peerj.preprints.2522,Centre for Plant Biotechnology and Genomics,CBGP,http://www.cbgp.upm.es/en/,Spain
10.7287/peerj.preprints.2522,Harvard University,Harvard University,http://www.harvard.edu/,United States
10.7287/peerj.preprints.2522,University Hospital and Clinics,UHC,http://www.lafayettegeneral.com/our_facilities/main_facilities/university_hospital_clinics.aspx,United States
10.7287/peerj.preprints.2522v1,Ghent University,UGent,https://www.ugent.be/en,Belgium
10.7287/peerj.preprints.2522v1,Harvard University,Harvard University,http://www.harvard.edu/,United States
10.7287/peerj.preprints.2522v1,Stanford University,SU,http://www.stanford.edu/,United States
10.7287/peerj.preprints.2522v1,Massachusetts General Hospital,MGH,http://www.massgeneral.org/,United States
10.7287/peerj.preprints.2522v1,Dutch Techcentre for Life Sciences,DTL,http://www.dtls.nl/,Netherlands
10.7287/peerj.preprints.2522v1,Erasmus University Medical Center,ERASMUS MC,http://www.erasmusmc.nl,Netherlands
10.7287/peerj.preprints.2522v1,Universidad Politécnica de Madrid,UPM,http://www.upm.es,Spain
10.7287/peerj.preprints.2522v1,Centre for Plant Biotechnology and Genomics,CBGP,http://www.cbgp.upm.es/en/,Spain
10.7287/peerj.preprints.2522v1,Heriot-Watt University,Heriot-Watt University,http://www.hw.ac.uk/,United Kingdom
10.7287/peerj.preprints.2522v1,Leiden University Medical Center,LUMC,https://www.lumc.nl/?setlanguage=English&setcountry=en,Netherlands
10.7287/peerj.preprints.2522v1,University Hospital and Clinics,UHC,http://www.lafayettegeneral.com/our_facilities/main_facilities/university_hospital_clinics.aspx,United States
10.7287/peerj.preprints.2522v1,University Medical Center Groningen,UMCG,http://www.umcg.nl/EN,Netherlands
10.3389/fpls.2016.00641,Centre for Plant Biotechnology and Genomics,CBGP,http://www.cbgp.upm.es/en/,Spain
10.3389/fpls.2016.00641,Rothamsted Research,Rothamsted Research,No websiteurl provided,Unknown
10.3389/fpls.2016.00641,Universidad Politécnica de Madrid,UPM,http://www.upm.es,Spain
10.3389/fpls.2016.00641,University of East Anglia,UEA,https://www.uea.ac.uk/,United Kingdom
10.1101/049510,Centre for Plant Biotechnology and Genomics (CBGP),Centre for Plant Biotechnology and Genomics (CBGP),No websiteurl provided,Unknown
10.1101/049510,Centre for Plant Biotechnology and Genomics UPM – INIA,Centre for Plant Biotechnology and Genomics UPM – INIA,No websiteurl provided,Unknown
10.1101/049510,Universidad Politécnica de Madrid,UPM,http://www.upm.es,Spain
10.1101/049510,Centre for Plant Biotechnology and Genomics,CBGP,http://www.cbgp.upm.es/en/,Spain
10.1038/sdata.2016.18,Université Paris Diderot,Université Paris Diderot,No websiteurl provided,France
10.1038/sdata.2016.18,Federal University of Mato Grosso do Sul,UFMS,http://www-nt.ufms.br/,Brazil
10.1038/sdata.2016.18,University of Oxford,University of Oxford,http://www.ox.ac.uk/,United Kingdom
10.1038/sdata.2016.18,University of Salford,University of Salford,http://www.salford.ac.uk/,United Kingdom
10.1038/sdata.2016.18,University of California System,University of California System,http://www.universityofcalifornia.edu/,United States
10.1038/sdata.2016.18,Harvard Medical School,Harvard Medical School,https://hms.harvard.edu/,United States
10.1038/sdata.2016.18,Dutch Research Council,NWO,http://www.nwo.nl/,Netherlands
10.1038/sdata.2016.18,Heriot-Watt University,Heriot-Watt University,http://www.hw.ac.uk/,United Kingdom
10.1038/sdata.2016.18,University Medical Center Groningen,UMCG,http://www.umcg.nl/EN,Netherlands
10.1038/sdata.2016.18,Netherlands eScience Center,NLeSC,https://www.esciencecenter.nl/,Netherlands
10.1038/sdata.2016.18,National Institutes of Health,NIH,http://www.nih.gov/,United States
10.1038/sdata.2016.18,Erasmus University Rotterdam,EUR,http://www.eur.nl/english/,Netherlands
10.1038/sdata.2016.18,"Programa de Arqueología Digital, IDACOR, CONICET y Universidad Nacional de Córdoba","Programa de Arqueología Digital, IDACOR, CONICET y Universidad Nacional de Córdoba",https://suquia.ffyh.unc.edu.ar/,Argentina
10.1038/sdata.2016.18,Stanford University,SU,http://www.stanford.edu/,United States
10.1038/sdata.2016.18,University of Groningen,University of Groningen,http://www.rug.nl/,Netherlands
10.1038/sdata.2016.18,Leiden University,Leiden University,http://www.leiden.edu/,Netherlands
10.1038/sdata.2016.18,Maastricht University,UM,http://www.maastrichtuniversity.nl/,Netherlands
10.1038/sdata.2016.18,University of Amsterdam,UvA,http://www.uva.nl/en/home,Netherlands
10.1038/sdata.2016.18,University of Basel,University of Basel,https://www.unibas.ch/de,Switzerland
10.1038/sdata.2016.18,University of Leicester,University of Leicester,http://www.le.ac.uk/,United Kingdom
10.1038/sdata.2016.18,National University of Córdoba,UNC,http://www.unc.edu.ar/,Argentina
10.1038/sdata.2016.18,Swiss Institute of Bioinformatics,SIB,https://www.isb-sib.ch/,Switzerland
10.1038/sdata.2016.18,Elsevier,Elsevier,http://www.elsevier.com/,United States
10.1038/sdata.2016.18,BGI Group (China),BGI,http://www.genomics.cn,China (People's Republic of)
10.1038/sdata.2016.18,Dutch Techcentre for Life Sciences,DTL,http://www.dtls.nl/,Netherlands
10.1038/sdata.2016.18,"University of California, San Diego",UCSD,http://ucsd.edu/,United States
10.1038/sdata.2016.18,Vrije Universiteit Amsterdam,VUA,http://www.vu.nl/en/,Netherlands
10.1038/sdata.2016.18,Uppsala University,Uppsala University,https://www.uu.se/en/,Sweden
10.1038/sdata.2016.18,Cray,Cray,http://www.cray.com/,United States
10.1038/sdata.2016.18,Wageningen University & Research,WUR,https://www.wur.nl/,Netherlands
10.1038/sdata.2016.18,Beijing Genomics Institute,BGI,http://www.genomics.cn/index,China (People's Republic of)
10.1038/sdata.2016.18,Royal Netherlands Academy of Arts and Sciences (KNAW),Royal Netherlands Academy of Arts and Sciences (KNAW),https://api.eurocris.org/dris/orgunits/ou00097,Netherlands
10.1038/sdata.2016.18,Universidad Politécnica de Madrid,UPM,http://www.upm.es,Spain
10.1038/sdata.2016.18,Leiden University Medical Center,LUMC,https://www.lumc.nl/?setlanguage=English&setcountry=en,Netherlands
10.1038/sdata.2016.18,Bayer,Bayer,http://www.bayer.com/,Germany
10.1038/sdata.2016.18,BAYER CROPSCIENCE NV,BAYER CROPSCIENCE NV,http://www.bayercropscience.com,Belgium
10.1038/sdata.2016.18,Oxford Centre,Oxford Centre,http://www.cancercentre.ox.ac.uk/,United Kingdom
10.1038/sdata.2016.18,Paris-East Créteil University,UPEC,https://www.u-pec.fr/,France
10.1038/sdata.2016.18,MTA Biological Research Centre,BRC,http://www.brc.hu/,Hungary
10.1038/sdata.2016.18,Centre for Plant Biotechnology and Genomics,CBGP,http://www.cbgp.upm.es/en/,Spain
10.1038/sdata.2016.18,Institut National des Sciences de l'Univers,INSU,http://www.insu.cnrs.fr/en,France
10.1038/sdata.2016.18,Erasmus University Medical Center,ERASMUS MC,http://www.erasmusmc.nl,Netherlands
10.1038/sdata.2016.18,Harvard University,Harvard University,http://www.harvard.edu/,United States
10.1038/sdata.2016.18,Science for Life Laboratory,Science for Life Laboratory,http://www.scilifelab.se/,Sweden
10.1159/000381265,University of British Columbia,UBC,https://www.ubc.ca/,Canada
10.1159/000381265,St. Paul's Hospital,St. Paul's Hospital,http://www.providencehealthcare.org/hospitals-residences/st-paul%27s-hospital,Canada
10.1007/s00216-014-8435-y,Polytechnic University of Cartagena,UPCT,https://www.upct.es/,Spain
10.1007/s00216-014-8435-y,University of Saskatchewan,University of Saskatchewan,https://www.usask.ca/,Canada
10.1007/s00216-014-8435-y,University of the Basque Country,EHU,http://www.ehu.eus/en/en-home,Spain
10.1007/s00216-014-8435-y,UNIVERSIDAD DEL PAIS VASCO/ EUSKAL HERRIKO UNIBERTSITATEA,UPV/EHU,http://www.ehu.es,Spain
10.1007/978-3-319-19776-0_9,University of A Coruña,University of A Coruña,https://www.udc.gal/,Spain
10.1007/978-3-319-19776-0_9,Universidad Politécnica de Madrid,UPM,http://www.upm.es,Spain
10.1007/978-3-319-19776-0_9,University of A Coruña,University of A Coruña,https://www.udc.gal/,Spain
10.1007/978-3-319-19776-0_9,Universidad Politécnica de Madrid,UPM,http://www.upm.es,Spain
10.1186/s13742-015-0092-3,UNIVERSIDAD DEL PAIS VASCO/ EUSKAL HERRIKO UNIBERTSITATEA,UPV/EHU,http://www.ehu.es,Spain
10.1186/s13742-015-0092-3,Centre for Plant Biotechnology and Genomics,CBGP,http://www.cbgp.upm.es/en/,Spain
10.1186/s13742-015-0092-3,Universidad Politécnica de Madrid,UPM,http://www.upm.es,Spain
10.1186/s13742-015-0092-3,University of the Basque Country,EHU,http://www.ehu.eus/en/en-home,Spain
10.1186/s13742-015-0092-3,Eurohelp Consulting,Eurohelp Consulting,http://www.eurohelp.es/,Spain
10.1371/journal.ppat.1004492,Spanish National Research Council,CSIC,http://www.csic.es/,Spain
10.1371/journal.ppat.1004492,Institute of Agricultural Sciences,ICA,https://www.ica.csic.es,Spain
10.1371/journal.ppat.1004492,Universidad Politécnica de Madrid,UPM,http://www.upm.es,Spain
10.1371/journal.ppat.1004492,Centre for Plant Biotechnology and Genomics,CBGP,http://www.cbgp.upm.es/en/,Spain
10.1371/journal.ppat.1004492,Spanish National Research Council,CSIC,http://www.csic.es/,Spain
10.1371/journal.ppat.1004492,Institute of Agricultural Sciences,ICA,https://www.ica.csic.es,Spain
10.1371/journal.ppat.1004492,Universidad Politécnica de Madrid,UPM,http://www.upm.es,Spain
10.1371/journal.ppat.1004492,Centre for Plant Biotechnology and Genomics,CBGP,http://www.cbgp.upm.es/en/,Spain
10.1007/978-3-662-45231-8,IT University of Copenhagen,IT University of Copenhagen,http://en.itu.dk/,Denmark
10.1186/1755-8794-7-S1-S12,Centro de Biotecnología y Genomica de Plantas,Centro de Biotecnología y Genomica de Plantas,No websiteurl provided,Unknown
10.1186/1755-8794-7-S1-S12,Natural Sciences and Engineering Research Council of Canada,CRSNG,http://www.nserc-crsng.gc.ca/index_eng.asp,Canada
10.1186/1755-8794-7-S1-S12,Centro de Biotecnología y Genómica de Plantas - Universidad Politecnica Madrid,CBGP-UPM,No websiteurl provided,Spain
10.1186/1755-8794-7-S1-S12,Universidad Politécnica de Madrid,UPM,http://www.upm.es,Spain
10.1186/1755-8794-7-S1-S12,University of British Columbia Library,University of British Columbia Library,http://www.library.ubc.ca/,Canada
10.1186/1755-8794-7-S1-S12,Mexico's National Council for Science and Technology,CONACYT,http://www.conacyt.mx/,Mexico
10.1186/1755-8794-7-S1-S12,Universidad Politecnica de Madrid,Universidad Politecnica de Madrid,No websiteurl provided,Unknown
10.1186/1755-8794-7-S1-S12,University of British Columbia,UBC,https://www.ubc.ca/,Canada
10.1186/1755-8794-7-S1-S12,US National Science Foundation,NSF,https://www.nsf.gov/,United States
10.1186/1755-8794-7-S1-S12,Health Canada,HC,http://www.hc-sc.gc.ca/index-eng.php,Canada
10.1186/1755-8794-7-S1-S12,UNIVERSIDAD POLITÉCNICA DE MADRID,UNIVERSIDAD POLITÉCNICA DE MADRID,No websiteurl provided,Unknown
10.1186/1755-8794-7-S1-S12,Technical University of Madrid,Technical University of Madrid,No websiteurl provided,Unknown
10.1186/1755-8794-7-S1-S12,Centro de Biotecnología y Genomica de Plantas,Centro de Biotecnología y Genomica de Plantas,No websiteurl provided,Unknown
10.1186/1755-8794-7-S1-S12,Natural Sciences and Engineering Research Council of Canada,CRSNG,http://www.nserc-crsng.gc.ca/index_eng.asp,Canada
10.1186/1755-8794-7-S1-S12,Centro de Biotecnología y Genómica de Plantas - Universidad Politecnica Madrid,CBGP-UPM,No websiteurl provided,Spain
10.1186/1755-8794-7-S1-S12,Universidad Politécnica de Madrid,UPM,http://www.upm.es,Spain
10.1186/1755-8794-7-S1-S12,University of British Columbia Library,University of British Columbia Library,http://www.library.ubc.ca/,Canada
10.1186/1755-8794-7-S1-S12,Mexico's National Council for Science and Technology,CONACYT,http://www.conacyt.mx/,Mexico
10.1186/1755-8794-7-S1-S12,Universidad Politecnica de Madrid,Universidad Politecnica de Madrid,No websiteurl provided,Unknown
10.1186/1755-8794-7-S1-S12,University of British Columbia,UBC,https://www.ubc.ca/,Canada
10.1186/1755-8794-7-S1-S12,US National Science Foundation,NSF,https://www.nsf.gov/,United States
10.1186/1755-8794-7-S1-S12,Health Canada,HC,http://www.hc-sc.gc.ca/index-eng.php,Canada
10.1186/1755-8794-7-S1-S12,UNIVERSIDAD POLITÉCNICA DE MADRID,UNIVERSIDAD POLITÉCNICA DE MADRID,No websiteurl provided,Unknown
10.1186/1755-8794-7-S1-S12,Technical University of Madrid,Technical University of Madrid,No websiteurl provided,Unknown
10.1186/2041-1480-5-46,Stanford University,SU,http://www.stanford.edu/,United States
10.1186/2041-1480-5-46,Centro de Biotecnología y Genómica de Plantas - Universidad Politecnica Madrid,CBGP-UPM,No websiteurl provided,Spain
10.1186/2041-1480-5-46,Universidad del País Vasco (UPV/EHU),Universidad del País Vasco (UPV/EHU),No websiteurl provided,Spain
10.1186/2041-1480-5-46,Maastricht University,UM,http://www.maastrichtuniversity.nl/,Netherlands
10.1186/2041-1480-5-46,UNIVERSIDAD DEL PAIS VASCO/ EUSKAL HERRIKO UNIBERTSITATEA,UPV/EHU,http://www.ehu.es,Spain
10.1186/2041-1480-5-46,Centre for Plant Biotechnology and Genomics,CBGP,http://www.cbgp.upm.es/en/,Spain
10.1186/2041-1480-5-46,Universidad Politécnica de Madrid,UPM,http://www.upm.es,Spain
10.1186/2041-1480-5-46,University of the Basque Country,EHU,http://www.ehu.eus/en/en-home,Spain
10.1186/2041-1480-5-46,Carleton University,Carleton University,http://www.carleton.ca/,Canada
10.1186/2041-1480-5-5,University of Cambridge,University of Cambridge,http://www.cam.ac.uk/,United Kingdom
10.1186/2041-1480-5-5,Korean Association Of Science and Technology Studies,Korean Association Of Science and Technology Studies,http://kasts.jams.or.kr/co/main/jmMain.kci,Korea (Republic of)
10.1186/2041-1480-5-5,University of Manchester,University of Manchester,http://www.manchester.ac.uk/,United Kingdom
10.1186/2041-1480-5-5,"Bioinformatics Center, Institute for Chemical Research, Kyoto University, Kyoto,Japan","Bioinformatics Center, Institute for Chemical Research, Kyoto University, Kyoto,Japan",https://www.kuicr.kyoto-u.ac.jp/sites/icr/,Japan
10.1186/2041-1480-5-5,"Database Center for Life Science (DBCLS), Japan",DBCLS,http://dbcls.rois.ac.jp/en/,Japan
10.1186/2041-1480-5-5,Korea Institute of Ocean Science and Technology,KIOST,http://eng.kiost.ac/,Korea (Republic of)
10.1186/2041-1480-5-5,Kyoto University,Kyoto University,http://www.kyoto-u.ac.jp/en,Japan
10.1186/2041-1480-5-5,Duke University,Duke University,http://www.duke.edu/,United States
10.1186/2041-1480-5-5,Alfred Wegener Institute for Polar and Marine Research,AWI,http://www.awi.de/en/home/,Germany
10.1186/2041-1480-5-5,Osaka University,Osaka University,http://www.osaka-u.ac.jp/en,Japan
10.1186/2041-1480-5-5,Tohoku University,Tohoku University,http://www.tohoku.ac.jp/en/,Japan
10.1186/2041-1480-5-5,University of Tokyo,UT,http://www.u-tokyo.ac.jp/en/,Japan
10.1186/2041-1480-5-5,University of Toyama,University of Toyama,http://www.u-toyama.ac.jp/en/,Japan
10.1186/2041-1480-5-5,Korea Institute of Science and Technology,KIST,http://eng.kist.re.kr/kist_eng/main/,Korea (Republic of)
10.1186/2041-1480-5-5,"Oxford e-Research Centre, University of Oxford, UK",OeRC,https://www.oerc.ox.ac.uk,United Kingdom
10.1186/2041-1480-5-5,Wageningen University & Research,WUR,https://www.wur.nl/,Netherlands
10.1186/2041-1480-5-5,University of Giessen,JLU,http://www.uni-giessen.de/cms/,Germany
10.1186/2041-1480-5-5,Université Catholique de Louvain,UCL,http://www.uclouvain.be/en-index.html,Belgium
10.1186/2041-1480-5-5,University of Georgia Press,University of Georgia Press,http://www.ugapress.org/,United States
10.1186/2041-1480-5-5,University of Oxford,University of Oxford,http://www.ox.ac.uk/,United Kingdom
10.1186/2041-1480-5-5,Russian Academy of Sciences,RAS,http://www.ras.ru/,Russian Federation
10.1186/2041-1480-5-5,Helmholtz Association of German Research Centres,Helmholtz Association of German Research Centres,http://www.helmholtz.de/en/,Germany
10.1186/2041-1480-5-5,Keio University,Keio University,http://www.keio.ac.jp/,Japan
